CNAE2009,TÍTULO_CNAE2009,CNAE2025,TÍTULO_CNAE2025,NIVEL
21.20,Fabricación de especialidades farmacéuticas,21.20,Fabricación de especialidades farmacéuticas,4
22,Fabricación de productos de caucho y plásticos,22,Fabricación de productos de caucho y plásticos,2
22.1,Fabricación de productos de caucho,22.1,Fabricación de productos de caucho,3
22.11,Fabricación de neumáticos y cámaras de caucho; reconstrucción y recauchutado de neumáticos,22.11,"Fabricación, recauchutado y reconstrucción de neumáticos de caucho y fabricación de cámaras",4
22.19,Fabricación de otros productos de caucho,22.12,Fabricación de otros productos de caucho,4
22.2,Fabricación de productos de plástico,22.2,Fabricación de productos de plástico,3
22.21,"Fabricación de placas, hojas, tubos y perfiles de plástico",22.21,"Fabricación de placas, hojas, tubos y perfiles de plástico",4
22.29,Fabricación de otros productos de plástico,22.21,"Fabricación de placas, hojas, tubos y perfiles de plástico",4
22.22,Fabricación de envases y embalajes de plástico,22.22,Fabricación de envases y embalajes de plástico,4
22.23,Fabricación de productos de plástico para la construcción,22.23,Fabricación de puertas y ventanas de plástico,4
22.23,Fabricación de productos de plástico para la construcción,22.24,Fabricación de productos de plástico para la construcción,4
22.21,"Fabricación de placas, hojas, tubos y perfiles de plástico",22.25,Transformación y acabado de productos de plástico,4
22.22,Fabricación de envases y embalajes de plástico,22.25,Transformación y acabado de productos de plástico,4
22.23,Fabricación de productos de plástico para la construcción,22.25,Transformación y acabado de productos de plástico,4
22.29,Fabricación de otros productos de plástico,22.25,Transformación y acabado de productos de plástico,4
22.29,Fabricación de otros productos de plástico,22.26,Fabricación de otros productos de plástico,4
13,Industria textil,23,Fabricación de otros productos minerales no metálicos,2
22,Fabricación de productos de caucho y plásticos,23,Fabricación de otros productos minerales no metálicos,2
23,Fabricación de otros productos minerales no metálicos,23,Fabricación de otros productos minerales no metálicos,2
23.1,Fabricación de vidrio y productos de vidrio,23.1,Fabricación de vidrio y productos de vidrio,3
23.11,Fabricación de vidrio plano,23.11,Fabricación de vidrio plano,4
23.12,Manipulado y transformación de vidrio plano,23.12,Manipulado y transformación de vidrio plano,4
23.13,Fabricación de vidrio hueco,23.13,Fabricación de vidrio hueco,4
23.14,Fabricación de fibra de vidrio,23.14,Fabricación de fibra de vidrio,4
23.19,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico",23.15,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico",4
23.2,Fabricación de productos cerámicos refractarios,23.2,Fabricación de productos cerámicos refractarios,3
23.20,Fabricación de productos cerámicos refractarios,23.20,Fabricación de productos cerámicos refractarios,4
23.3,Fabricación de productos cerámicos para la construcción,23.3,Fabricación de productos cerámicos para la construcción,3
23.31,Fabricación de azulejos y baldosas de cerámica,23.31,Fabricación de azulejos y baldosas de cerámica,4
23.32,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",23.32,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",4
23.4,Fabricación de otros productos cerámicos,23.4,Fabricación de otros productos cerámicos,3
23.41,Fabricación de artículos cerámicos de uso doméstico y ornamental,23.41,Fabricación de artículos cerámicos de uso doméstico y ornamental,4
23.42,Fabricación de aparatos sanitarios cerámicos,23.42,Fabricación de aparatos sanitarios cerámicos,4
23.43,Fabricación de aisladores y piezas aislantes de material cerámico,23.43,Fabricación de aisladores y piezas aislantes de material cerámico,4
23.44,Fabricación de otros productos cerámicos de uso técnico,23.44,Fabricación de otros productos cerámicos de uso técnico,4
23.49,Fabricación de otros productos cerámicos,23.45,Fabricación de otros productos cerámicos,4
23.5,"Fabricación de cemento, cal y yeso",23.5,"Fabricación de cemento, cal y yeso",3
23.51,Fabricación de cemento,23.51,Fabricación de cemento,4
23.52,Fabricación de cal y yeso,23.52,Fabricación de cal y yeso,4
22.2,Fabricación de productos de plástico,23.6,"Fabricación de elementos de hormigón, cemento y yeso",3
23.6,"Fabricación de elementos de hormigón, cemento y yeso",23.6,"Fabricación de elementos de hormigón, cemento y yeso",3
23.62,Fabricación de elementos de yeso para la construcción,23.62,Fabricación de elementos de yeso para la construcción,4
23.63,Fabricación de hormigón fresco,23.63,Fabricación de hormigón fresco,4
23.64,Fabricación de mortero,23.64,Fabricación de mortero,4
23.65,Fabricación de fibrocemento,23.65,Fabricación de fibrocemento,4
22.23,Fabricación de productos de plástico para la construcción,23.66,"Fabricación de otros productos de hormigón, yeso y cemento",4
23.69,"Fabricación de otros productos de hormigón, yeso y cemento",23.66,"Fabricación de otros productos de hormigón, yeso y cemento",4
23.61,Fabricación de elementos de hormigón para la construcción,23.67,Fabricación de elementos de hormigón para la construcción no industrializada,4
23.61,Fabricación de elementos de hormigón para la construcción,23.68,Fabricación de elementos de hormigón para la construcción industrializada,4
23.7,"Corte, tallado y acabado de la piedra",23.7,"Corte, tallado y acabado de la piedra",3
23.70,"Corte, tallado y acabado de la piedra",23.70,"Corte, tallado y acabado de la piedra",4
13.2,Fabricación de tejidos textiles,23.9,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,3
23.9,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,23.9,Fabricación de productos abrasivos y productos minerales no metálicos n.c.o.p.,3
23.91,Fabricación de productos abrasivos,23.91,Fabricación de productos abrasivos,4
13.20,Fabricación de tejidos textiles,23.99,Fabricación de otros productos minerales no metálicos n.c.o.p.,4
23.99,Fabricación de otros productos minerales no metálicos n.c.o.p.,23.99,Fabricación de otros productos minerales no metálicos n.c.o.p.,4
24,"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones",24,Metalurgia,2
24.1,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",24.1,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",3
24.10,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",24.10,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",4
24.2,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",24.2,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",3
24.20,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",24.20,"Fabricación de tubos, tuberías, perfiles huecos y sus accesorios, de acero",4
24.3,Fabricación de otros productos de primera transformación del acero,24.3,Fabricación de otros productos de primera transformación del acero,3
24.31,Estirado en frío,24.31,Estirado en frío,4
24.32,Laminación en frío,24.32,Laminado en frío,4
24.33,Producción de perfiles en frío por conformación con plegado,24.33,Producción de perfiles en frío por conformación con plegado,4
24.34,Trefilado en frío,24.34,Trefilado en frío,4
24.4,Producción de metales preciosos y de otros metales no férreos,24.4,Producción de metales preciosos y de otros metales no férreos,3
24.41,Producción de metales preciosos,24.41,Producción de metales preciosos,4
24.42,Producción de aluminio,24.42,Producción de aluminio,4
24.43,"Producción de plomo, zinc y estaño",24.43,"Producción de plomo, zinc y estaño",4
24.44,Producción de cobre,24.44,Producción de cobre,4
24.45,Producción de otros metales no férreos,24.45,Producción de otros metales no férreos,4
24.46,Procesamiento de combustibles nucleares,24.46,Procesamiento de combustibles nucleares,4
24.5,Fundición de metales,24.5,Fundición de metales,3
24.51,Fundición de hierro,24.51,Fundición de hierro,4
24.52,Fundición de acero,24.52,Fundición de acero,4
24.53,Fundición de metales ligeros,24.53,Fundición de metales ligeros,4
24.53,Fundición de metales ligeros,24.54,Fundición de otros metales no férreos,4
24.54,Fundición de otros metales no férreos,24.54,Fundición de otros metales no férreos,4
25,"Fabricación de productos metálicos, excepto maquinaria y equipo",25,"Fabricación de productos metálicos, excepto maquinaria y equipo",2
25.1,Fabricación de elementos metálicos para la construcción,25.1,Fabricación de elementos metálicos para la construcción,3
25.12,Fabricación de carpintería metálica,25.12,Fabricación de puertas y ventanas de metal,4
25.11,Fabricación de estructuras metálicas y sus componentes,25.13,"Fabricación de estructuras metálicas y sus componentes, excepto las destinadas a construcción industrializada",4
25.11,Fabricación de estructuras metálicas y sus componentes,25.14,Fabricación de estructuras metálicas y sus componentes destinadas a construcción industrializada,4
25.2,"Fabricación de cisternas, grandes depósitos y contenedores de metal",25.2,"Fabricación de cisternas, grandes depósitos y contenedores de metal",3
25.3,"Fabricación de generadores de vapor, excepto calderas de calefacción central",25.2,"Fabricación de cisternas, grandes depósitos y contenedores de metal",3
25.21,Fabricación de radiadores y calderas para calefacción central,25.21,"Fabricación de radiadores, generadores de vapor y calderas para calefacción central",4
25.30,"Fabricación de generadores de vapor, excepto calderas de calefacción central",25.21,"Fabricación de radiadores, generadores de vapor y calderas para calefacción central",4
25.29,"Fabricación de otras cisternas, grandes depósitos y contenedores de metal",25.22,"Fabricación de otras cisternas, grandes depósitos y contenedores de metal",4
25.4,Fabricación de armas y municiones,25.3,Fabricación de armas y municiones,3
25.40,Fabricación de armas y municiones,25.30,Fabricación de armas y municiones,4
25.5,"Forja, estampación y embutición de metales; metalurgia de polvos",25.4,Forja y modelado de metales y metalurgia de polvos,3
25.50,"Forja, estampación y embutición de metales; metalurgia de polvos",25.40,Forja y modelado de metales y metalurgia de polvos,4
25.6,Tratamiento y revestimiento de metales; ingeniería mecánica por cuenta de terceros,25.5,"Tratamiento, revestimiento y mecanizado de metales",3
25.61,Tratamiento y revestimiento de metales,25.51,Revestimiento de metales,4
25.61,Tratamiento y revestimiento de metales,25.52,Tratamiento térmico de metales,4
25.61,Tratamiento y revestimiento de metales,25.53,Mecanizado de metales,4
25.62,Ingeniería mecánica por cuenta de terceros,25.53,Mecanizado de metales,4
25.7,"Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería",25.6,"Fabricación de artículos de cuchillería y cubertería, herramientas y ferretería",3
25.71,Fabricación de artículos de cuchillería y cubertería,25.61,Fabricación de artículos de cuchillería y cubertería,4
25.72,Fabricación de cerraduras y herrajes,25.62,Fabricación de cerraduras y herrajes,4
25.73,Fabricación de herramientas,25.63,Fabricación de herramientas,4
25.9,Fabricación de otros productos metálicos,25.9,Fabricación de otros productos metálicos,3
25.91,Fabricación de bidones y toneles de hierro o acero,25.91,Fabricación de bidones y toneles de hierro o acero,4
25.92,Fabricación de envases y embalajes metálicos ligeros,25.92,Fabricación de envases y embalajes metálicos ligeros,4
25.93,"Fabricación de productos de alambre, cadenas y muelles",25.93,"Fabricación de productos de alambre, cadenas y muelles",4
25.94,Fabricación de pernos y productos de tornillería,25.94,Fabricación de pernos y productos de tornillería,4
25.99,Fabricación de otros productos metálicos n.c.o.p.,25.99,Fabricación de otros productos metálicos n.c.o.p.,4
26,"Fabricación de productos informáticos, electrónicos y ópticos",26,"Fabricación de productos informáticos, electrónicos y ópticos",2
28,Fabricación de maquinaria y equipo n.c.o.p.,26,"Fabricación de productos informáticos, electrónicos y ópticos",2
32,Otras industrias manufactureras,26,"Fabricación de productos informáticos, electrónicos y ópticos",2
26.1,Fabricación de componentes electrónicos y circuitos impresos ensamblados,26.1,Fabricación de componentes electrónicos y circuitos impresos ensamblados,3
26.11,Fabricación de componentes electrónicos,26.11,Fabricación de componentes electrónicos,4
26.12,Fabricación de circuitos impresos ensamblados,26.12,Fabricación de circuitos impresos ensamblados,4
26.2,Fabricación de ordenadores y equipos periféricos,26.2,Fabricación de ordenadores y equipos periféricos,3
